,price,minimum_nights,availability_365,number_of_reviews,neighbourhood_group_Bronx,neighbourhood_group_Brooklyn,neighbourhood_group_Manhattan,neighbourhood_group_Queens,neighbourhood_group_Staten Island,room_type_Entire home/apt,room_type_Hotel room,room_type_Private room,room_type_Shared room
11955,60,13,0,0,0,1,0,0,0,1,0,0,0
11956,240,1,0,0,0,0,1,0,0,1,0,0,0
11957,50,1,0,2,0,0,1,0,0,0,0,1,0
11958,100,2,0,1,0,0,1,0,0,0,0,1,0
11959,200,4,0,1,0,0,1,0,0,1,0,0,0
11960,180,1,0,0,0,1,0,0,0,1,0,0,0
11961,65,8,155,13,0,0,0,1,0,0,0,1,0
11962,140,4,1,55,0,1,0,0,0,1,0,0,0
11963,125,21,0,0,0,0,1,0,0,1,0,0,0
11964,250,30,246,13,0,1,0,0,0,1,0,0,0
11965,70,20,0,0,0,1,0,0,0,1,0,0,0
11966,100,3,0,6,0,1,0,0,0,1,0,0,0
11967,90,5,0,3,0,0,1,0,0,1,0,0,0
11968,90,1,154,58,0,0,0,1,0,0,0,1,0
11969,31,3,0,2,0,1,0,0,0,0,0,1,0
11970,45,1,0,2,0,0,1,0,0,0,0,1,0
11971,188,3,0,0,0,0,1,0,0,1,0,0,0
11972,50,7,1,6,0,1,0,0,0,0,0,1,0
11973,39,7,352,13,0,1,0,0,0,0,0,1,0
11974,85,5,0,1,0,1,0,0,0,0,0,1,0
11975,40,5,0,2,0,1,0,0,0,0,0,1,0
11976,75,1,0,0,0,1,0,0,0,0,0,1,0
11977,200,2,0,1,0,1,0,0,0,1,0,0,0
11978,88,2,0,0,0,0,1,0,0,0,0,1,0
11979,99,1,1,25,0,0,1,0,0,1,0,0,0
11980,130,3,285,95,0,1,0,0,0,1,0,0,0
11981,40,2,0,173,0,0,0,0,1,0,0,1,0
11982,65,3,0,0,0,0,1,0,0,0,0,1,0
11983,500,1,0,0,0,0,1,0,0,1,0,0,0
11984,125,8,0,0,0,0,0,1,0,1,0,0,0
11985,100,1,0,7,0,1,0,0,0,1,0,0,0
11986,24,18,0,1,0,1,0,0,0,0,0,1,0
11987,125,5,0,13,0,1,0,0,0,1,0,0,0
11988,205,7,0,2,0,1,0,0,0,1,0,0,0
11989,750,3,125,112,0,0,1,0,0,1,0,0,0
11990,75,14,336,19,0,1,0,0,0,0,0,1,0
11991,150,30,365,1,0,0,1,0,0,1,0,0,0
11992,195,4,350,60,0,0,1,0,0,1,0,0,0
11993,250,31,83,0,0,0,1,0,0,1,0,0,0
11994,477,2,358,1,0,1,0,0,0,0,0,1,0
11995,275,30,355,2,0,0,1,0,0,1,0,0,0
11996,699,5,12,0,0,0,1,0,0,1,0,0,0
11997,180,1,0,0,0,0,1,0,0,1,0,0,0
11998,128,28,279,14,0,1,0,0,0,1,0,0,0
11999,140,5,0,7,0,0,1,0,0,1,0,0,0
12000,98,1,0,5,0,1,0,0,0,1,0,0,0
12001,1200,1,0,0,0,0,1,0,0,1,0,0,0
12002,800,3,178,33,0,1,0,0,0,1,0,0,0
12003,130,1,0,135,0,0,1,0,0,0,0,1,0
12004,325,3,222,99,0,1,0,0,0,1,0,0,0
12005,200,1,0,0,0,0,1,0,0,0,0,1,0
12006,125,2,0,0,0,0,1,0,0,1,0,0,0
12007,62,2,0,0,0,0,1,0,0,0,0,1,0
12008,144,2,0,31,0,0,1,0,0,1,0,0,0
12009,90,1,0,0,0,1,0,0,0,0,0,1,0
12010,45,1,0,2,0,0,1,0,0,0,0,1,0
12011,75,1,0,1,0,1,0,0,0,0,0,1,0
12012,85,4,0,24,0,1,0,0,0,0,0,1,0
12013,50,3,0,1,0,0,1,0,0,1,0,0,0
12014,50,10,0,1,0,1,0,0,0,0,0,1,0
12015,86,20,0,0,0,0,1,0,0,1,0,0,0
12016,372,3,35,24,0,0,1,0,0,1,0,0,0
12017,75,2,0,1,0,1,0,0,0,0,0,1,0
12018,60,1,0,1,0,1,0,0,0,0,0,1,0
12019,29,28,33,42,0,0,1,0,0,0,0,1,0
12020,89,1,340,111,0,1,0,0,0,0,0,1,0
12021,60,15,295,17,0,1,0,0,0,0,0,1,0
12022,124,1,0,0,0,0,1,0,0,0,0,1,0
12023,300,5,0,0,0,0,1,0,0,1,0,0,0
12024,70,10,0,3,0,0,1,0,0,1,0,0,0
12025,87,1,181,164,1,0,0,0,0,1,0,0,0
12026,100,1,0,1,0,0,1,0,0,0,0,1,0
12027,55,4,320,8,0,1,0,0,0,0,0,1,0
12028,139,3,0,26,0,0,1,0,0,1,0,0,0
12029,200,1,0,0,0,0,1,0,0,0,0,1,0
12030,300,1,0,0,0,0,1,0,0,0,0,1,0
12031,50,4,0,2,0,1,0,0,0,0,0,1,0
12032,260,30,348,1,0,0,1,0,0,1,0,0,0
12033,120,2,0,3,0,0,1,0,0,0,0,1,0
12034,110,4,0,0,0,0,1,0,0,1,0,0,0
12035,50,3,0,0,0,1,0,0,0,0,0,1,0
12036,90,2,117,221,0,0,1,0,0,0,0,1,0
12037,225,4,0,0,0,0,0,1,0,1,0,0,0
12038,83,30,365,4,0,0,1,0,0,1,0,0,0
12039,30,3,0,3,0,1,0,0,0,0,0,1,0
12040,65,1,0,1,0,0,1,0,0,0,0,0,1
12041,60,5,0,0,0,1,0,0,0,0,0,1,0
12042,140,1,0,1,0,0,1,0,0,1,0,0,0
12043,330,5,0,0,0,1,0,0,0,1,0,0,0
12044,1100,1,0,0,0,0,1,0,0,1,0,0,0
12045,75,1,0,0,0,1,0,0,0,0,0,1,0
12046,140,12,0,0,0,0,1,0,0,1,0,0,0
12047,100,2,0,42,0,0,1,0,0,0,0,1,0
12048,100,3,0,1,0,0,0,1,0,1,0,0,0
12049,110,5,0,0,0,0,1,0,0,0,0,1,0
12050,150,4,0,0,0,0,1,0,0,1,0,0,0
12051,90,3,0,0,0,1,0,0,0,0,0,1,0
12052,70,9,0,2,0,0,1,0,0,0,0,1,0
12053,85,1,0,0,0,0,1,0,0,1,0,0,0
12054,150,2,0,0,0,0,1,0,0,1,0,0,0
12055,145,1,123,63,0,0,1,0,0,0,0,1,0
12056,77,1,0,0,0,0,1,0,0,0,0,1,0
12057,200,1,0,0,0,0,1,0,0,0,0,1,0
12058,60,3,0,4,0,1,0,0,0,0,0,1,0
12059,70,5,0,1,0,1,0,0,0,0,0,1,0
12060,365,6,255,113,0,0,1,0,0,1,0,0,0
12061,180,1,0,3,0,0,1,0,0,1,0,0,0
12062,230,1,0,0,0,0,1,0,0,1,0,0,0
12063,79,7,0,0,0,0,1,0,0,0,0,1,0
12064,49,7,0,2,0,1,0,0,0,0,0,1,0
12065,165,7,0,4,0,0,1,0,0,0,0,1,0
12066,140,3,351,145,0,1,0,0,0,1,0,0,0
12067,65,2,76,2,0,1,0,0,0,0,0,1,0
12068,154,2,339,9,0,0,1,0,0,0,0,1,0
12069,72,1,336,24,0,0,1,0,0,0,0,1,0
12070,369,30,210,0,0,0,1,0,0,1,0,0,0
12071,66,1,0,0,0,0,1,0,0,0,0,1,0
12072,165,30,365,2,0,0,1,0,0,1,0,0,0
12073,112,4,0,1,0,0,1,0,0,1,0,0,0
12074,119,3,0,3,0,1,0,0,0,1,0,0,0
12075,550,30,0,1,0,0,1,0,0,1,0,0,0
12076,170,2,0,6,0,1,0,0,0,1,0,0,0
12077,995,5,0,1,0,1,0,0,0,1,0,0,0
12078,185,2,360,32,0,1,0,0,0,1,0,0,0
12079,500,4,0,0,0,0,1,0,0,1,0,0,0
12080,48,30,0,102,0,0,1,0,0,0,0,1,0
12081,150,3,0,0,0,0,1,0,0,0,0,1,0
12082,199,2,337,151,0,0,1,0,0,1,0,0,0
12083,80,5,0,2,0,1,0,0,0,0,0,1,0
12084,135,2,362,0,0,0,0,1,0,1,0,0,0
12085,60,3,0,0,0,0,1,0,0,0,0,1,0
12086,125,6,19,5,0,0,1,0,0,1,0,0,0
12087,62,28,0,2,0,0,1,0,0,0,0,1,0
12088,60,1,0,0,0,0,1,0,0,0,0,0,1
12089,600,3,0,0,0,0,1,0,0,1,0,0,0
12090,75,1,0,2,0,1,0,0,0,0,0,1,0
12091,80,2,0,4,0,1,0,0,0,1,0,0,0
12092,195,2,0,1,0,0,1,0,0,1,0,0,0
12093,68,3,0,1,0,0,1,0,0,0,0,1,0
12094,45,14,0,0,0,0,1,0,0,0,0,1,0
12095,200,2,0,1,0,0,1,0,0,1,0,0,0
12096,30,1,0,0,0,0,0,1,0,0,0,1,0
12097,85,1,364,32,0,0,1,0,0,0,0,1,0
12098,125,7,1,4,0,0,1,0,0,1,0,0,0
12099,70,1,0,0,0,1,0,0,0,0,0,1,0
12100,50,1,0,0,0,1,0,0,0,0,0,1,0
12101,110,1,0,6,0,1,0,0,0,0,0,1,0
12102,199,4,0,1,0,0,1,0,0,1,0,0,0
12103,40,1,0,1,0,1,0,0,0,0,0,1,0
12104,65,6,23,14,0,1,0,0,0,0,0,1,0
12105,85,1,0,1,0,0,1,0,0,0,0,1,0
12106,160,3,0,0,0,1,0,0,0,1,0,0,0
12107,69,4,0,107,0,0,1,0,0,0,0,1,0
12108,42,1,62,253,0,1,0,0,0,0,0,1,0
12109,120,2,0,4,0,0,1,0,0,1,0,0,0
12110,150,1,0,0,0,1,0,0,0,1,0,0,0
12111,130,2,0,18,0,0,1,0,0,1,0,0,0
12112,85,2,0,0,0,1,0,0,0,0,0,1,0
12113,100,1,0,0,0,1,0,0,0,0,0,1,0
12114,210,3,343,65,0,0,1,0,0,1,0,0,0
12115,28,14,0,3,0,1,0,0,0,0,0,1,0
12116,60,2,0,1,0,1,0,0,0,0,0,1,0
12117,60,1,333,138,0,1,0,0,0,0,0,1,0
12118,69,2,0,0,0,1,0,0,0,0,0,1,0
12119,67,3,0,63,0,1,0,0,0,0,0,1,0
12120,123,1,0,0,0,0,0,1,0,1,0,0,0
12121,110,4,352,77,0,0,1,0,0,1,0,0,0
12122,250,2,0,0,0,0,1,0,0,1,0,0,0
12123,80,5,0,7,0,0,1,0,0,1,0,0,0
12124,325,3,0,17,0,0,1,0,0,1,0,0,0
12125,300,1,0,0,0,0,1,0,0,1,0,0,0
12126,44,47,0,7,0,1,0,0,0,0,0,1,0
12127,197,1,0,0,0,0,1,0,0,1,0,0,0
12128,60,21,0,0,0,0,1,0,0,0,0,1,0
12129,30,1,0,3,0,1,0,0,0,0,0,1,0
12130,85,2,151,77,0,0,1,0,0,0,0,1,0
12131,130,2,365,9,0,1,0,0,0,0,0,1,0
12132,119,6,0,15,0,1,0,0,0,1,0,0,0
12133,39,10,0,2,0,1,0,0,0,0,0,1,0
12134,250,1,0,0,0,0,1,0,0,1,0,0,0
12135,130,4,0,0,0,1,0,0,0,1,0,0,0
12136,28,1,0,1,0,0,1,0,0,0,0,1,0
12137,108,4,165,25,0,0,1,0,0,0,0,1,0
12138,39,18,339,0,0,0,0,1,0,0,0,1,0
12139,225,4,0,7,0,0,1,0,0,1,0,0,0
12140,45,1,0,9,0,1,0,0,0,0,0,1,0
12141,120,4,0,1,0,0,1,0,0,1,0,0,0
12142,206,1,361,42,0,1,0,0,0,1,0,0,0
12143,120,4,350,62,0,0,1,0,0,1,0,0,0
12144,275,2,0,0,0,0,1,0,0,1,0,0,0
12145,290,2,136,64,0,0,1,0,0,1,0,0,0
12146,300,3,63,0,0,0,1,0,0,1,0,0,0
12147,75,15,0,0,0,0,1,0,0,1,0,0,0
12148,80,3,0,2,0,1,0,0,0,1,0,0,0
12149,150,30,362,16,0,1,0,0,0,1,0,0,0
12150,80,2,342,24,0,0,1,0,0,0,0,1,0
12151,70,6,0,4,0,1,0,0,0,1,0,0,0
12152,130,4,0,1,0,1,0,0,0,1,0,0,0
12153,50,1,0,0,0,1,0,0,0,0,0,1,0
12154,125,9,0,10,0,1,0,0,0,1,0,0,0
12155,150,2,0,1,0,1,0,0,0,1,0,0,0
12156,290,6,0,1,0,1,0,0,0,1,0,0,0
12157,210,1,0,0,0,0,1,0,0,1,0,0,0
12158,150,2,0,1,0,0,1,0,0,1,0,0,0
12159,129,7,0,5,0,1,0,0,0,1,0,0,0
12160,64,3,0,37,1,0,0,0,0,0,0,1,0
12161,100,3,0,1,0,0,1,0,0,0,0,1,0
12162,60,2,0,1,0,0,1,0,0,0,0,1,0
12163,120,2,0,9,0,1,0,0,0,1,0,0,0
12164,180,30,308,6,0,0,1,0,0,1,0,0,0
12165,45,15,0,0,0,0,1,0,0,0,0,1,0
12166,90,5,0,40,0,0,1,0,0,0,0,1,0
12167,200,2,0,20,0,0,1,0,0,1,0,0,0
12168,239,30,355,0,0,0,1,0,0,1,0,0,0
12169,139,5,0,0,0,0,1,0,0,1,0,0,0
12170,279,30,355,0,0,0,1,0,0,1,0,0,0
12171,95,1,0,0,0,1,0,0,0,0,0,1,0
12172,70,1,0,3,0,0,1,0,0,0,0,1,0
12173,90,5,0,4,0,0,1,0,0,1,0,0,0
12174,99,2,50,83,0,0,1,0,0,0,0,1,0
12175,70,2,224,75,0,1,0,0,0,0,0,1,0
12176,94,4,0,6,0,1,0,0,0,1,0,0,0
12177,250,2,0,3,0,0,1,0,0,1,0,0,0
12178,850,4,0,0,0,0,1,0,0,1,0,0,0
12179,65,2,72,105,0,0,0,1,0,1,0,0,0
12180,369,30,210,1,0,0,1,0,0,1,0,0,0
12181,200,3,0,0,0,0,1,0,0,0,0,1,0
12182,35,2,114,31,0,0,0,0,1,0,0,1,0
12183,193,3,113,132,0,0,0,1,0,1,0,0,0
12184,65,1,0,3,0,0,1,0,0,1,0,0,0
12185,239,30,356,0,0,0,1,0,0,1,0,0,0
12186,79,1,0,13,0,1,0,0,0,0,0,1,0
12187,239,30,356,0,0,0,1,0,0,1,0,0,0
12188,239,30,309,0,0,0,1,0,0,1,0,0,0
12189,239,30,356,1,0,0,1,0,0,1,0,0,0
12190,120,3,265,85,0,1,0,0,0,1,0,0,0
12191,175,3,72,73,0,0,1,0,0,0,0,1,0
12192,200,5,0,2,0,0,1,0,0,1,0,0,0
12193,103,3,0,1,0,0,1,0,0,1,0,0,0
12194,80,5,0,0,0,0,1,0,0,1,0,0,0
12195,80,1,0,1,0,1,0,0,0,0,0,1,0
12196,60,3,0,1,0,1,0,0,0,0,0,1,0
12197,50,1,0,0,0,1,0,0,0,0,0,1,0
12198,50,2,0,4,0,1,0,0,0,0,0,1,0
12199,145,21,0,0,0,0,1,0,0,1,0,0,0
12200,275,10,0,0,0,0,1,0,0,1,0,0,0
12201,150,4,0,0,0,0,1,0,0,0,0,1,0
12202,235,1,0,0,0,0,1,0,0,1,0,0,0
12203,209,1,358,5,0,0,1,0,0,1,0,0,0
12204,300,3,0,1,0,0,1,0,0,1,0,0,0
12205,47,4,0,2,0,1,0,0,0,0,0,1,0
12206,200,3,0,0,0,0,1,0,0,1,0,0,0
12207,200,2,0,2,0,0,1,0,0,1,0,0,0
12208,270,4,0,8,0,0,1,0,0,1,0,0,0
12209,30,8,0,1,0,0,1,0,0,0,0,1,0
12210,170,2,327,17,0,1,0,0,0,1,0,0,0
12211,55,7,0,1,0,0,1,0,0,0,0,1,0
12212,30,8,0,1,0,1,0,0,0,0,0,1,0
12213,139,30,356,1,0,0,1,0,0,1,0,0,0
12214,101,3,364,5,0,0,1,0,0,0,0,1,0
12215,85,4,0,0,0,0,1,0,0,0,0,1,0
12216,85,1,364,5,0,0,1,0,0,0,0,1,0
12217,50,1,357,72,0,1,0,0,0,0,0,1,0
12218,38,7,0,3,0,1,0,0,0,0,0,1,0
12219,219,30,1,3,0,1,0,0,0,1,0,0,0
12220,100,20,202,0,0,1,0,0,0,1,0,0,0
12221,69,3,0,0,0,1,0,0,0,0,0,1,0
12222,275,2,0,6,0,0,1,0,0,1,0,0,0
12223,249,30,337,1,0,0,1,0,0,1,0,0,0
12224,249,30,365,1,0,0,1,0,0,1,0,0,0
12225,239,30,355,0,0,0,1,0,0,1,0,0,0
12226,100,5,0,13,0,0,1,0,0,1,0,0,0
12227,49,1,0,2,0,1,0,0,0,0,0,1,0
12228,239,30,355,0,0,0,1,0,0,1,0,0,0
12229,239,30,355,0,0,0,1,0,0,1,0,0,0
12230,239,30,355,0,0,0,1,0,0,1,0,0,0
12231,150,1,0,1,0,0,0,1,0,1,0,0,0
12232,200,1,0,0,0,0,1,0,0,1,0,0,0
12233,50,7,0,0,0,0,1,0,0,0,0,1,0
12234,190,30,210,1,0,0,1,0,0,1,0,0,0
12235,59,3,0,0,0,1,0,0,0,0,0,1,0
12236,40,15,0,0,0,1,0,0,0,0,0,1,0
12237,52,2,334,148,0,0,0,0,1,0,0,1,0
12238,89,2,0,2,0,1,0,0,0,1,0,0,0
12239,369,30,210,3,0,0,1,0,0,1,0,0,0
12240,100,5,0,0,0,0,1,0,0,1,0,0,0
12241,150,20,0,0,0,0,1,0,0,0,0,1,0
12242,400,1,0,0,0,0,1,0,0,1,0,0,0
12243,66,7,0,1,0,0,0,1,0,0,0,1,0
12244,180,2,0,0,0,0,1,0,0,1,0,0,0
12245,149,3,0,0,0,0,1,0,0,1,0,0,0
12246,89,2,0,24,0,0,1,0,0,0,0,1,0
12247,85,7,0,0,0,0,1,0,0,1,0,0,0
12248,66,4,0,0,0,0,1,0,0,0,0,1,0
12249,75,14,0,0,0,1,0,0,0,0,0,1,0
12250,94,2,0,3,0,0,1,0,0,0,0,1,0
12251,80,2,0,0,0,1,0,0,0,0,0,1,0
12252,70,15,0,2,0,0,1,0,0,0,0,1,0
12253,90,1,69,69,0,0,0,1,0,0,0,1,0
12254,155,1,0,1,0,1,0,0,0,1,0,0,0
12255,65,1,0,2,0,0,0,1,0,0,0,1,0
12256,60,2,0,0,0,0,1,0,0,0,0,1,0
12257,149,1,0,1,0,0,1,0,0,1,0,0,0
12258,70,1,60,127,0,0,0,1,0,0,0,1,0
12259,100,2,0,1,0,0,1,0,0,0,0,1,0
12260,120,7,0,0,0,0,1,0,0,1,0,0,0
12261,150,29,179,1,0,0,1,0,0,1,0,0,0
12262,160,1,0,0,0,1,0,0,0,1,0,0,0
12263,135,3,0,0,0,0,1,0,0,1,0,0,0
12264,200,3,100,106,0,0,0,1,0,1,0,0,0
12265,50,1,0,1,0,1,0,0,0,0,0,1,0
12266,45,4,0,1,0,0,1,0,0,0,0,1,0
12267,140,2,0,16,0,0,1,0,0,0,0,1,0
12268,160,30,0,23,0,0,1,0,0,1,0,0,0
12269,125,2,0,9,0,1,0,0,0,1,0,0,0
12270,160,3,0,1,0,0,1,0,0,1,0,0,0
12271,180,1,0,0,0,0,1,0,0,1,0,0,0
12272,179,2,0,5,0,0,1,0,0,1,0,0,0
12273,70,1,0,2,0,1,0,0,0,0,0,1,0
12274,68,2,0,0,0,1,0,0,0,0,0,1,0
12275,100,6,0,0,0,0,1,0,0,0,0,1,0
12276,300,4,91,118,0,0,1,0,0,1,0,0,0
12277,152,5,0,19,0,0,1,0,0,1,0,0,0
12278,100,1,0,4,0,0,1,0,0,0,0,1,0
12279,200,4,0,3,0,0,1,0,0,1,0,0,0
12280,250,4,37,23,0,0,1,0,0,1,0,0,0
12281,200,2,0,0,0,0,1,0,0,1,0,0,0
12282,200,2,0,2,0,0,1,0,0,1,0,0,0
12283,245,2,0,1,0,0,1,0,0,1,0,0,0
12284,79,1,0,3,0,0,1,0,0,0,0,1,0
12285,175,1,0,1,0,0,1,0,0,1,0,0,0
12286,189,1,351,100,0,1,0,0,0,1,0,0,0
12287,45,1,0,0,0,1,0,0,0,0,0,1,0
12288,180,3,0,0,0,0,1,0,0,1,0,0,0
12289,139,7,0,1,0,0,1,0,0,1,0,0,0
12290,70,2,0,6,0,1,0,0,0,0,0,1,0
12291,99,1,0,215,0,1,0,0,0,0,0,1,0
12292,120,3,0,3,0,1,0,0,0,1,0,0,0
12293,178,2,0,12,0,1,0,0,0,1,0,0,0
12294,55,21,0,0,0,0,1,0,0,0,0,1,0
12295,124,2,0,22,0,1,0,0,0,1,0,0,0
12296,380,1,0,0,0,0,1,0,0,1,0,0,0
12297,55,3,0,0,0,1,0,0,0,0,0,1,0
12298,250,7,357,5,0,0,0,1,0,1,0,0,0
12299,180,7,0,0,0,1,0,0,0,1,0,0,0
12300,375,4,365,7,0,0,0,1,0,1,0,0,0
12301,200,2,0,0,0,0,1,0,0,1,0,0,0
12302,180,1,0,0,0,0,1,0,0,1,0,0,0
12303,65,28,261,11,0,1,0,0,0,0,0,1,0
12304,65,1,0,0,0,1,0,0,0,1,0,0,0
12305,60,4,157,14,0,1,0,0,0,0,0,1,0
12306,60,1,0,1,0,0,1,0,0,0,0,1,0
12307,45,1,0,1,0,1,0,0,0,0,0,1,0
12308,50,1,0,0,0,1,0,0,0,0,0,1,0
12309,74,1,0,1,0,1,0,0,0,1,0,0,0
12310,50,7,0,26,0,1,0,0,0,0,0,1,0
12311,60,1,0,3,0,1,0,0,0,0,0,1,0
12312,150,1,0,1,0,0,1,0,0,1,0,0,0
12313,55,1,0,0,0,1,0,0,0,0,0,1,0
12314,149,1,90,115,0,1,0,0,0,1,0,0,0
12315,120,1,0,1,0,0,1,0,0,0,0,1,0
12316,35,1,0,1,0,1,0,0,0,0,0,1,0
12317,99,2,58,8,0,1,0,0,0,0,0,1,0
12318,250,3,0,0,0,0,1,0,0,1,0,0,0
12319,85,7,0,3,0,1,0,0,0,1,0,0,0
12320,125,1,0,0,0,0,1,0,0,0,0,1,0
12321,146,2,180,26,0,0,1,0,0,0,0,1,0
12322,69,2,0,1,0,1,0,0,0,0,0,1,0
12323,70,1,0,1,0,1,0,0,0,0,0,1,0
12324,40,1,0,0,0,1,0,0,0,0,0,1,0
12325,45,30,0,5,0,1,0,0,0,0,0,1,0
12326,100,1,0,15,0,1,0,0,0,1,0,0,0
12327,40,2,0,0,0,1,0,0,0,0,0,1,0
12328,175,2,358,21,0,1,0,0,0,1,0,0,0
12329,500,30,173,0,0,1,0,0,0,0,0,1,0
12330,90,5,0,5,0,0,1,0,0,0,0,1,0
12331,400,30,173,0,0,1,0,0,0,1,0,0,0
12332,250,2,79,60,0,1,0,0,0,1,0,0,0
12333,70,1,0,4,0,0,1,0,0,0,0,0,1
12334,48,1,0,2,0,1,0,0,0,0,0,1,0
12335,200,3,0,1,0,0,1,0,0,1,0,0,0
12336,50,6,0,8,0,1,0,0,0,0,0,1,0
12337,80,30,0,7,0,1,0,0,0,1,0,0,0
12338,200,3,20,11,0,0,1,0,0,1,0,0,0
12339,369,30,345,0,0,0,1,0,0,1,0,0,0
12340,215,29,153,4,0,0,1,0,0,1,0,0,0
12341,249,29,162,5,0,0,1,0,0,1,0,0,0
12342,110,30,164,8,0,0,1,0,0,1,0,0,0
12343,110,29,167,1,0,0,1,0,0,1,0,0,0
12344,30,1,0,0,0,1,0,0,0,0,0,1,0
12345,50,2,0,0,0,1,0,0,0,0,0,1,0
12346,107,4,0,2,0,1,0,0,0,1,0,0,0
12347,79,2,0,3,0,0,1,0,0,0,0,1,0
12348,150,2,5,28,0,1,0,0,0,1,0,0,0
12349,175,4,361,2,0,0,1,0,0,1,0,0,0
12350,199,4,335,52,0,0,1,0,0,1,0,0,0
12351,85,2,81,155,0,1,0,0,0,1,0,0,0
12352,50,1,0,0,0,0,1,0,0,0,0,1,0
12353,140,4,0,0,0,0,1,0,0,1,0,0,0
12354,59,1,0,0,0,0,0,1,0,0,0,1,0
12355,330,2,281,137,0,0,1,0,0,1,0,0,0
12356,175,2,0,3,0,1,0,0,0,1,0,0,0
12357,91,1,0,1,0,0,1,0,0,0,0,1,0
12358,25,10,0,0,0,0,0,1,0,0,0,0,1
12359,75,7,0,2,0,1,0,0,0,1,0,0,0
12360,225,90,362,1,0,0,1,0,0,1,0,0,0
12361,66,30,76,0,0,0,1,0,0,0,0,1,0
12362,80,3,364,36,0,0,0,1,0,0,0,1,0
12363,40,1,333,7,0,1,0,0,0,0,0,1,0
12364,150,3,252,161,0,0,1,0,0,1,0,0,0
12365,200,2,0,2,0,1,0,0,0,1,0,0,0
12366,102,1,0,30,0,1,0,0,0,0,0,1,0
12367,85,2,0,0,0,0,1,0,0,0,0,1,0
12368,76,30,32,52,0,1,0,0,0,0,0,1,0
12369,75,1,352,2,0,1,0,0,0,0,0,0,1
12370,135,2,0,0,0,0,1,0,0,1,0,0,0
12371,175,2,0,1,0,0,1,0,0,1,0,0,0
12372,100,5,0,3,0,1,0,0,0,1,0,0,0
12373,145,3,297,79,0,0,1,0,0,1,0,0,0
12374,49,3,312,3,0,1,0,0,0,0,0,1,0
12375,50,3,0,1,0,0,1,0,0,0,0,1,0
12376,120,3,72,109,0,0,1,0,0,1,0,0,0
12377,50,10,0,0,0,0,1,0,0,0,0,1,0
12378,50,6,0,5,0,1,0,0,0,0,0,1,0
12379,55,1,81,118,0,0,0,1,0,0,0,1,0
12380,199,10,0,0,0,0,1,0,0,1,0,0,0
12381,90,10,0,12,0,0,1,0,0,0,0,1,0
12382,189,2,35,3,0,0,0,1,0,1,0,0,0
12383,49,1,0,1,0,0,1,0,0,0,0,1,0
12384,65,2,0,5,0,0,1,0,0,0,0,1,0
12385,90,1,0,1,0,1,0,0,0,0,0,1,0
12386,49,1,0,2,0,1,0,0,0,0,0,1,0
12387,75,3,0,4,0,1,0,0,0,1,0,0,0
12388,100,1,0,2,0,0,1,0,0,0,0,1,0
12389,165,3,363,30,0,0,1,0,0,1,0,0,0
12390,130,1,0,0,0,0,1,0,0,1,0,0,0
12391,97,1,0,0,0,0,1,0,0,1,0,0,0
12392,250,7,0,0,0,1,0,0,0,1,0,0,0
12393,150,1,0,3,0,0,1,0,0,1,0,0,0
12394,63,7,0,1,0,1,0,0,0,0,0,1,0
12395,200,4,0,10,0,0,1,0,0,1,0,0,0
12396,139,7,0,0,0,0,1,0,0,1,0,0,0
12397,250,1,0,0,0,0,0,1,0,1,0,0,0
12398,140,5,0,2,0,0,1,0,0,1,0,0,0
12399,95,1,0,1,0,0,1,0,0,0,0,1,0
12400,55,7,0,1,0,1,0,0,0,0,0,1,0
12401,32,10,0,3,0,1,0,0,0,0,0,1,0
12402,130,1,0,9,0,0,1,0,0,1,0,0,0
12403,30,1,0,0,0,1,0,0,0,0,0,1,0
12404,250,2,0,0,0,0,1,0,0,1,0,0,0
12405,100,2,0,115,0,1,0,0,0,0,0,1,0
12406,115,1,0,0,0,1,0,0,0,1,0,0,0
12407,90,1,0,4,0,0,1,0,0,0,0,1,0
12408,139,2,0,14,0,0,1,0,0,1,0,0,0
12409,150,2,0,2,0,0,1,0,0,0,0,1,0
12410,200,4,0,8,0,0,1,0,0,0,0,1,0
12411,75,1,0,0,0,0,1,0,0,0,0,1,0
12412,120,1,0,1,0,0,1,0,0,0,0,1,0
12413,80,1,0,2,0,0,1,0,0,0,0,1,0
12414,50,1,0,0,0,1,0,0,0,0,0,1,0
12415,100,1,0,0,0,0,1,0,0,0,0,1,0
12416,39,1,154,62,0,0,0,1,0,0,0,1,0
12417,100,1,0,0,0,0,1,0,0,1,0,0,0
12418,129,28,270,24,0,0,1,0,0,0,0,1,0
12419,199,10,0,0,0,0,1,0,0,1,0,0,0
12420,60,14,0,1,0,1,0,0,0,0,0,1,0
12421,60,1,0,2,0,0,1,0,0,0,0,1,0
12422,60,1,0,2,0,1,0,0,0,0,0,1,0
12423,99,5,0,15,0,0,0,1,0,1,0,0,0
12424,101,1,0,2,0,1,0,0,0,1,0,0,0
12425,55,10,0,0,0,0,0,1,0,0,0,1,0
12426,219,2,0,1,0,0,1,0,0,1,0,0,0
12427,150,7,0,0,0,0,1,0,0,1,0,0,0
12428,25,1,0,7,0,1,0,0,0,0,0,1,0
12429,90,2,345,56,0,1,0,0,0,0,0,1,0
12430,500,7,365,0,0,0,1,0,0,1,0,0,0
12431,120,1,0,0,0,0,1,0,0,1,0,0,0
12432,59,1,0,1,0,0,1,0,0,0,0,1,0
